sub-id,movie_name,movie_num,scene,text
sub-19,cartoon_intro_2,11,11000,"Okay, so the very first thing that happened was a little interlude thing like in a drive-in movie theater."
sub-19,cartoon_intro_2,11,"1,107","There was a dancing popcorn and soda and they were singing ""let's all go to the lobby to get ourselves a treat."""
sub-19,cartoon_intro_2,11,11000,That happened at the beginning of both sections.
sub-19,cartoon_intro_2,11,11000,"I think I've seen that before, at a drive-in movie theater or some kind of old movie theater, like a really old advertising."
sub-19,catch_me_if_you_can,1,1000,"Then I think the first one in the first section was a snippet from the movie Catch Me If You Can, which is the only one of these that I've seen before."
sub-19,catch_me_if_you_can,1,5,And it opens and there's kind of like a game show.
sub-19,catch_me_if_you_can,1,"5,6","And I think the game show, it's supposed to be the kind of game show where there's three people and one of them is really the famous figure and they're going to ask him questions."
sub-19,catch_me_if_you_can,1,6,"And it's number 2 and it's Leonardo di Caprio, he's this famous con artist."
sub-19,catch_me_if_you_can,1,"8,9","They ask the first guy a question, they ask the second guy a question, which I think is, who finally caught you as being a con artist?"
sub-19,catch_me_if_you_can,1,9,He starts to answer and it starts to go into his memory.
sub-19,catch_me_if_you_can,1,10,"And it's Tom Hanks who's the investigator guy and he showed up at a prison, I think it's a German prison or something, to try to extradite the con artist."
sub-19,catch_me_if_you_can,1,10,"And he's having a hard time, he's standing in the rain with his umbrella and talking to the German prison people and having a really hard time making himself understood and speaking slowly."
sub-19,catch_me_if_you_can,1,10,"He's got kind of a funny, maybe, Southern accent, some kind of a funny accent, Tom Hanks does."
sub-19,catch_me_if_you_can,1,"11,13",And he finally goes in and he gets to see Leonardo di Caprio.
sub-19,catch_me_if_you_can,1,13,"And it's through, he's in this little cell and it's really dingy and it's dripping."
sub-19,catch_me_if_you_can,1,13,"Tom Hanks gets under his umbrella to shield himself from the dripping from the ceiling, which is a funny moment."
sub-19,catch_me_if_you_can,1,14,And he's trying to read him something through this little window into his cell.
sub-19,catch_me_if_you_can,1,14,"And he's all coughing and miserable and sick and bedraggled with long beard and hair and dirty, with a blanket."
sub-19,catch_me_if_you_can,1,"15,16","Tom Hanks is having none of it, he thinks he's conning him, he's not really sick, but eventually he just starts acting sicker and sicker and collapses."
sub-19,catch_me_if_you_can,1,"17,18",And he calls for a doctor and gets him to get the guy out and take him to the little prison infirmary and they drop him on the bed in the prison infirmary.
sub-19,catch_me_if_you_can,1,19,"And then they go out and they're talking, they leave him by himself on the bed with the sort of curtain around the bed."
sub-19,catch_me_if_you_can,1,"19,20","They're talking about something and then they hear, you hear the door kind of close and they notice that he's gone, he's escaped from the bed."
sub-19,catch_me_if_you_can,1,"21,22",And the scene switches to Leonardo kind of obviously still sick legitimately sick but hobbling and stumbling down some prison hallway and the prisoners are all cheering.
sub-19,catch_me_if_you_can,1,"23,24,25",And they catch him and put a gun to his head and he collapses himself backwards on the floor and surrenders.
sub-19,catch_me_if_you_can,1,1000,And that I guess is the story of how he was caught.
sub-19,catch_me_if_you_can,1,1000,Ok that one I probably remember better than any of the others
sub-19,the_record,2,2000,"moving on from there, the next one, I'm not sure if it was the next one, I think it was the next one, was either animated or a Claymation"
sub-19,the_record,2,28,and it was of a girl and she had a box of pizza.
sub-19,the_record,2,28,"And she was in her room, she looked like she was, I don't know, like a young adult kind of a woman, maybe like in her 20s or something like that."
sub-19,the_record,2,"30,31",And an envelope shows up at her door and in the envelope is a record.
sub-19,the_record,2,32,She puts the record on the record player and starts playing it.
sub-19,the_record,2,32,"Uh, trying to remember the song of the record, it was like story of life or something like that."
sub-19,the_record,2,33,"And as it was playing, the pizza was shrinking. She was eating the pizza but then it was shrinking."
sub-19,the_record,2,35,And she pushes the record back and forth and notices that she can make the pizza appear and disappear as she pushes the record back and forth.
sub-19,the_record,2,35,This record is like transporting her forward and back through time.
sub-19,the_record,2,35,"So she pushes it forward and sees her whole pizza disappear, pushes it backwards, sees her whole pizza reappear again."
sub-19,the_record,2,2000,And then the rest of the clip is her picking it up and putting it in different spots and like skipping around through her life.
sub-19,the_record,2,36,So she puts it forward and she is a slightly older woman and she's pregnant.
sub-19,the_record,2,37,She's putting the record back and forth and her belly is getting bigger and smaller and bigger and smaller as she's pushing the record back and forth.
sub-19,the_record,2,37,And then she skips it forward a little bit more and she's standing there holding a baby.
sub-19,the_record,2,"37,38","And she picks it up and pushes it way back, and she herself is now like a toddler holding a baby doll."
sub-19,the_record,2,"38,39","And she toddles over to it, and pushes it forward and now she's old and she's in a wheelchair."
sub-19,the_record,2,39,And this one's kind of funny because she's trying to get over to it in her wheelchair but the record keeps skipping.
sub-19,the_record,2,39,"Whenever it skips she gets reset so she'll wheel towards it, the record will skip, and so she'll jump back, wheel towards it, the record will skip, she'll jump back."
sub-19,the_record,2,"39,40","And she makes it, there's one more, I think she's old again in a walker and she's trying to get to it."
sub-19,the_record,2,"40,41","This one's kind of sad because she's racing towards it, her walker, she's not moving very fast and she can't get to it and it ends, the record ends, she plop becomes an urn sitting on the floor, and that's the end of that little clip."
sub-19,,-1,-1,I don't know which clip was the third clip so I'm just going to pick another one to go with.
sub-19,the_rock,6,6000,And the next one I'm thinking of is probably the most similar one to that one.
sub-19,the_rock,6,6000,It's also animated and this one was called The Rock or the Stone or something like that.
sub-19,the_rock,6,"110,111",And it opens and there are some prehistoric creatures moving around in the ocean and there's a mountain and the mountain has a face on it and kind of a circular nose.
sub-19,the_rock,6,6000,This mountain is going to be the protagonist of the clip.
sub-19,the_rock,6,112,"And as time advances and this mountain erodes away, you see there's, they're like, dinosaurs come and go, there's a big snow with glaciers and there's wooly mammoths."
sub-19,the_rock,6,113,And the mountain is shrinking and it's becoming a smaller and smaller rock.
sub-19,the_rock,6,114,And the mountain is now like a boulder and on top of the boulder is a tree and they're some guys who are trying to cut down the tree.
sub-19,the_rock,6,115,And the boulder gets really disgruntled and stands up and walks into the woods to hide from these guys.
sub-19,the_rock,6,6000,"It seems like his main motivation, he just wants to sleep all the time."
sub-19,the_rock,6,"115,116","So he goes into the woods and sleeps but his sleep doesn't last long because he gets pulled out of the woods by some people and gets dragged away and he becomes a millstone, one of those stones."
sub-19,the_rock,6,116,"He's in a water wheel, attached to a water wheel, spinning around and making, I guess you use it to make grain or something like that."
sub-19,the_rock,6,116,He doesn't like that at all because he's now been machined to be perfectly round.
sub-19,the_rock,6,116,He's spinning around and he's dizzy and he's not happy about that.
sub-19,the_rock,6,-1,"Then um, what happens to the rock after that?"
sub-19,the_rock,6,117,"Oh some people come, they're like soldiers, revolutionary, like civil war, I guess they're civil war soldiers."
sub-19,the_rock,6,"118,119","They come and they take the rock away and they make him into the cannon balls and he's shot, they take him on the ship, they shoot him at another ship, he breaks the mast of the Confederate ship and lands in the ocean, sinks into the ocean."
sub-19,the_rock,6,123,"And I don't remember what happens to him after that; at some point he becomes a fossil, he's picked up by a fossil collector."
sub-19,the_rock,6,123,"He's got some marine, ancient marine fossil inside of him."
sub-19,the_rock,6,"124,125,126",And then he falls out of the museum and goes rolling through the city.
sub-19,the_rock,6,127,Someone picks him up and throws him through a window at some point.
sub-19,the_rock,6,"129,130","And then at the end of it he becomes, he's eroded down, he finally becomes sand"
sub-19,the_rock,6,"131,132",and the sand gets picked up and melted into glass
sub-19,the_rock,6,"133,134","and the glass is put on the front of a satellite, he's shot into space, this rock."
sub-19,the_rock,6,135,"And something happens to the satellite, he ends up crashing on another planet,"
sub-19,the_rock,6,136,"and the closing scene in the one about the rock is this cracked piece of glass with this rock character inside of it has become part of a mountain on another planet, that now has prehistoric life, so the plot has come full circle."
sub-19,the_rock,6,6000,That's what I remember about the one about the rock.
sub-19,,-1,-1,What's another one.
sub-19,keith_reynolds,5,5000,I guess another animated one is about the colorful stick figures.
sub-19,keith_reynolds,5,85,"There's a colorful stick figure guy who shows up at a building full of stick figures, and the stick figure guy goes to work and he thinks he's going to get a promotion and he goes up, he gets into the elevator."
sub-19,keith_reynolds,5,5000,"It looks kind of like a Sim tower, sort of all profile kind of a shot with the camera's panning up and down through this building."
sub-19,keith_reynolds,5,"85,86","And he gets into the elevator and he goes to the floor where his love interest, which is the pink stick figure, is."
sub-19,keith_reynolds,5,87,"And he offers his love interest, the pink stick figure, a cup of coffee."
sub-19,keith_reynolds,5,87,He's obviously not being very successful with his love interest.
sub-19,keith_reynolds,5,87,She doesn't want a cup of coffee.
sub-19,keith_reynolds,5,87,She drops it out the window and it lands on a window washer guy who falls down the window.
sub-19,keith_reynolds,5,89,"Then our stick figure guy gets back in the elevator and heads up to the boss' office, anticipating his promotion."
sub-19,keith_reynolds,5,89,And he gets to the boss' office just as green stick figure is walking out.
sub-19,keith_reynolds,5,90,And the green stick figure is walking very confidently and happily because he's been given the promotion blue stick figure guy was supposed to get.
sub-19,keith_reynolds,5,91,"The blue stick figure guy, he goes into the office and he's told that he doesn't get his promotion."
sub-19,keith_reynolds,5,"92,93","Meanwhile, green stick figure is down with pink love interest stick figure and they're kissing down there."
sub-19,keith_reynolds,5,93,"And blue stick figure guy is dejected, he doesn't get his promotion, he goes out, he goes down to the floor where the pink stick figure is and he sees them."
sub-19,keith_reynolds,5,93,"And he is miserable, because he didn't get his promotion and his love interest is now kissing this other guy and everything is awful in his life."
sub-19,keith_reynolds,5,"94,96","And green stick figure guy comes into the elevator, into the elevator with him and they get into a fight and the blue stick figure murders the green stick figure."
sub-19,keith_reynolds,5,96,"That was not what he was intending to do, but he does."
sub-19,keith_reynolds,5,-1,And what happens after that?
sub-19,keith_reynolds,5,98,"He's trying to take him, he's trying to sneak him out of the building."
sub-19,keith_reynolds,5,98,He doesn't want to take the elevator.
sub-19,keith_reynolds,5,"98,99","He's trying to sneak him down the stairs and as he's trying to sneak him down the stairs he runs into another stick figure person, yellow stick figure person."
