sub-id,movie_name,movie_num,scene,text
sub-01,bus_stop,10,10000,Okay the last movie that I saw was kind of a weird one.
sub-01,bus_stop,10,10000,"That was, it almost reminded me of a Stephen King kind of thing."
sub-01,bus_stop,10,"182, 185","Like this guy, he was standing on the street waiting for a bus, and this frantic woman came up to him and approached him, you know something's obviously wrong."
sub-01,bus_stop,10,185,"I thought you know maybe some kind of domestic violence situation or something because she was really frantic, and she was so frantic she didn't even put her truck in parking, it's like rolling away."
sub-01,bus_stop,10,186,"She runs up to him and she's got to use his phone,"
sub-01,bus_stop,10,"187, 188","and she takes his phone and she's screaming at somebody and she's all pissed off,"
sub-01,bus_stop,10,"189, 190","then drops the phone on the ground and breaks it, and the guy's mad and he's approaching her saying you know you need to give me back money for the phone and then"
sub-01,bus_stop,10,191,the guy she was screaming on the phone comes.
sub-01,bus_stop,10,192,"And he's been sitting there in the car watching them the whole time, like blasting classical music really loud and it seems weird."
sub-01,bus_stop,10,193,"And then, and then he's like who's this guy, how do you know him?"
sub-01,bus_stop,10,198,"And then, and then he's some kind of famous person, he's like do you know who I am?"
sub-01,bus_stop,10,199,"And the guy realizes who he was, turned out he was some famous magician from some casino and that woman was his assistant and they're having, and he's a really bad person and they're having some kind of problems."
sub-01,bus_stop,10,-1,"And then,"
sub-01,bus_stop,10,206,and then it turns out the guy is some kind of evil demon or something and he's got like demonic powers and he starts hypnotizing the guy.
sub-01,bus_stop,10,"206, 207","It makes his eyes roll back in his head, then he passes out."
sub-01,bus_stop,10,213,He then turns into a dog.
sub-01,bus_stop,10,214,"And then we realize at the end that he's turned other people into dogs too, because he's not only a magician, he's got some demonic powers or something."
sub-01,,-1,-1,And then there were a couple animated ones that I remember.
sub-01,the_record,2,28,"That one, my favorite one was the one with the, the second one, there was a woman sitting in an apartment, it's animated, it's digitally animated."
sub-01,the_record,2,"32, 33, 36","And she puts a record on the record player and then it skips, and she gets all annoyed, and she fixes it, and then she notices whenever she does something to the record player, it sends her to a different place, a different part of her life."
sub-01,the_record,2,36,"She puts it on a different song and then like all of a sudden she's in a different apartment,"
sub-01,the_record,2,37,"and then she's pregnant, and she notices like the more, the more she fools around with the record, and adjust it, it just makes her like more and more pregnant, and she makes it go backwards to make herself less pregnant,"
sub-01,the_record,2,37,"and then she makes herself more pregnant by fooling around with it even more, then all of a sudden she's holding a baby."
sub-01,the_record,2,"38, 39","You know, then she fools around with the record player some more."
